4,2640,16528,-752,-675,-172,-153
7,2748,16692,-652,-705,-153,-123
10,2492,16660,-828,-679,-182,-146
13,2632,16744,-892,-676,-204,-127
17,2652,16616,-796,-675,-158,-165
20,2636,16612,-624,-627,-191,-149
23,2620,16640,-936,-646,-208,-143
26,2572,16620,-828,-661,-165,-146
29,2588,16644,-740,-651,-212,-167
32,2644,16684,-852,-635,-183,-128
35,2592,16680,-800,-655,-191,-159
39,2560,16704,-832,-635,-180,-111
43,2616,16740,-748,-630,-188,-168
46,2640,16672,-800,-600,-187,-173
49,2548,16704,-792,-619,-156,-157
52,2676,16636,-636,-630,-208,-132
55,2624,16652,-848,-609,-181,-167
59,2636,16568,-736,-613,-188,-149
62,2620,16620,-788,-609,-259,-176
65,2568,16712,-1020,-621,-388,-167
68,2572,16672,-760,-611,-252,-182
71,2928,16652,-1136,-592,-342,-184
74,2224,16816,-928,-606,-449,-76
78,2604,16704,-788,-548,-121,-187
81,2616,16644,-672,-606,-167,-111
84,2428,16564,-736,-536,-335,-159
88,3528,16692,-784,-401,269,-289
91,2320,16644,-1588,-348,933,-640
94,2548,16460,0,-399,424,-477
97,1484,16492,-1052,-391,207,-591
101,1660,16260,-1128,-593,-85,-418
104,2028,16464,-440,-608,-470,-403
107,3032,16800,-1144,-625,-434,-570
110,4100,16568,-804,-542,-75,-1210
113,3316,16560,-604,-461,-216,-1763
117,1664,16716,-792,-545,-615,-1801
120,1092,16676,-656,-621,-1100,-1423
123,1392,16720,-644,-668,-1410,-1048
128,2976,16956,-836,-628,-1126,-1001
131,4304,16812,-768,-451,-403,-1560
134,4004,16672,-760,-364,-42,-2114
137,2676,16784,-720,-323,62,-2300
141,1476,16920,-824,-421,-194,-1935
144,1280,16976,-536,-560,-467,-1354
147,2740,16792,-628,-528,-351,-1189
151,3784,16716,-892,-421,283,-1596
154,3764,16472,-552,-315,573,-2187
157,2432,16608,-668,-300,387,-2274
160,1180,16768,-772,-400,64,-1909
164,328,16772,-820,-528,-435,-1162
167,1240,16584,-748,-627,-745,-610
171,3544,16468,-856,-597,-661,-668
174,2508,16708,-796,-604,-500,-556
177,2656,16572,-636,-627,-487,-420
181,2660,16668,-1140,-631,-415,-284
184,2552,16584,-704,-641,-442,-144
187,2676,16548,-780,-641,-327,-34
190,2808,16560,-796,-642,-172,27
193,2752,16588,-644,-600,25,124
196,3012,16512,-704,-583,207,152
200,2664,16644,-760,-589,412,221
203,2788,16660,-768,-505,567,151
206,2368,16596,-892,-519,620,147
209,2208,16660,-720,-477,621,76
212,2028,16704,-796,-509,502,1
216,1776,16648,-856,-480,334,-124
220,1884,16732,-832,-507,-16,-173
223,1684,16736,-816,-567,-186,-279
226,1812,16848,-680,-567,-438,-349
229,2092,16772,-708,-612,-645,-409
232,2000,16808,-884,-641,-804,-483
236,2360,16700,-732,-676,-895,-546
239,2152,16820,-768,-689,-910,-570
242,2184,16720,-688,-674,-923,-616
245,2332,16684,-808,-692,-859,-607
248,2480,16644,-504,-665,-745,-604
252,2660,16680,-684,-620,-556,-580
256,2752,16652,-756,-622,-347,-554
259,2688,16660,-692,-594,-133,-509
262,2528,16688,-744,-592,93,-456
265,2504,16688,-588,-594,127,-370
269,2532,16544,-544,-633,156,-310
272,2292,16584,-684,-650,200,-278
275,2220,16684,-612,-681,146,-182
278,2152,16640,-660,-700,120,-149
281,2184,16640,-700,-735,66,-136
284,2116,16544,-632,-785,-40,-88
288,2344,16488,-604,-778,-181,-51
